iter	Logloss
246	0.4663671792
247	0.4656854014
248	0.4650456627
249	0.464200151
250	0.4635617852
251	0.4626066168
252	0.4617025077
253	0.4611129642
254	0.4606139044
255	0.4599625111
256	0.4594218731
257	0.4586568852
258	0.4580310464
259	0.4574044069
260	0.4566034794
261	0.4559694727
262	0.4552452902
263	0.4546280026
264	0.4542339563
265	0.4536575874
266	0.4530810177
267	0.4525060991
268	0.4518891772
269	0.451236101
270	0.4505447368
271	0.4500840008
272	0.4493618429
273	0.4485899905
274	0.4479853988
275	0.4473818223
276	0.4466394385
277	0.4459937692
278	0.4454712848
279	0.4448704501
280	0.4438950419
281	0.4431587696
282	0.4422453781
283	0.441415302
284	0.4408242424
285	0.4402329127
286	0.4394142071
287	0.4388263464
288	0.4382605791
289	0.437614584
290	0.4372197668
291	0.4363630772
292	0.435819157
293	0.4351722876
294	0.434396553
295	0.4338162442
296	0.4332380513
297	0.432603389
298	0.4319499811
299	0.431334734
300	0.4307998498
301	0.4299615204
302	0.4292007009
303	0.4285924693
304	0.4281797647
305	0.427557681
306	0.4269998451
307	0.4261942863
308	0.4255754987
309	0.4249729355
310	0.4241335213
311	0.4235392272
312	0.4230078558
313	0.4224123061
314	0.4217622042
315	0.4212064346
316	0.4204884827
317	0.4198977172
318	0.4193920871
319	0.418841217
320	0.4182240665
321	0.4175962389
322	0.4169194837
323	0.41633298
324	0.4157296399
325	0.415217497
326	0.414622589
327	0.4139870465
328	0.4132456779
329	0.4126697719
330	0.412029016
331	0.4114015182
332	0.4108987908
333	0.4103662233
334	0.4096017659
335	0.4089593589
336	0.4082408369
337	0.4076562762
338	0.407123222
339	0.4065598408
340	0.406031553
341	0.4055375775
342	0.4049299757
343	0.4045020501
344	0.4038901865
345	0.4033751647
346	0.402800113
347	0.4023137887
348	0.4016212821
349	0.4007346829
350	0.4000976702
351	0.399766465
352	0.3992851516
353	0.3987362663
354	0.3983180185
355	0.3978087127
356	0.396982336
357	0.3964573562
358	0.396040076
359	0.3955161055
360	0.3950757861
361	0.3945681572
362	0.3940615892
363	0.3935889065
364	0.392967246
365	0.3923461298
366	0.3917237024
367	0.3911753178
368	0.3907435695
369	0.3902788003
370	0.3897510231
371	0.3891748488
372	0.388531971
373	0.38787088
374	0.3872587045
375	0.3865922809
376	0.385918802
377	0.38540622
378	0.3848095059
379	0.3842568914
380	0.3837715665
381	0.3831536829
382	0.3826790114
383	0.3821852605
384	0.381769683
385	0.3812892457
386	0.3807251275
387	0.3801646928
388	0.3795728823
389	0.3791309675
390	0.3784467101
391	0.3778959274
392	0.377510494
393	0.3769757092
394	0.3765057524
395	0.3759881874
396	0.3754711608
397	0.3748954495
398	0.3744266947
399	0.373880891
400	0.3733834604
401	0.3729158362
402	0.3723163287
403	0.3717894753
404	0.3713061015
405	0.3709601283
406	0.3704291066
407	0.3698614478
408	0.3694336673
409	0.3688981771
410	0.368411231
411	0.3679033637
412	0.3674807231
413	0.3671110471
414	0.3666601559
415	0.366205742
416	0.3657240709
417	0.3653048893
418	0.3648130894
419	0.3643963555
420	0.363769563
421	0.3630157808
422	0.3624609927
423	0.3618251423
424	0.3614321868
425	0.3609287898
426	0.3605469048
427	0.3600583792
428	0.3596446117
429	0.3592937926
430	0.3588113487
431	0.3582812568
432	0.357830135
433	0.3572952569
434	0.3568066915
435	0.3563712637
436	0.3557595154
437	0.3552952647
438	0.3546766182
439	0.3541713536
440	0.3536547522
441	0.3532251159
442	0.3527160684
443	0.3523186624
444	0.3518621941
445	0.3512970924
446	0.3509016414
447	0.350507774
448	0.3500575682
449	0.3496336798
450	0.3492411296
451	0.3488158464
452	0.3483548562
453	0.3478601118
454	0.3473679264
455	0.3469791969
456	0.346592925
457	0.3462327143
458	0.3458496074
459	0.3454363366
460	0.3450239996
461	0.3443556488
462	0.3439734876
463	0.3434896986
464	0.342890648
465	0.3424077153
466	0.3420280874
467	0.3415883402
468	0.3411667307
469	0.3406868875
470	0.3402795513
471	0.3398996671
472	0.3394226253
473	0.3389943659
474	0.3386501114
475	0.3382189453
476	0.3377402703
477	0.3373376628
478	0.3369493345
479	0.3365249415
480	0.3359316746
481	0.335169222
482	0.3347462396
483	0.3342617174
484	0.3338396887
485	0.3335155169
486	0.3331465085
487	0.3326615791
488	0.3322432836
489	0.3319054365
490	0.3315436244
491	0.3310870171
492	0.3306711813
493	0.3303363919
494	0.3298780104
495	0.3295185367
496	0.3286586305
497	0.3282215277
498	0.3278372228
499	0.3275213957
500	0.3271406372
501	0.3267576893
502	0.3260645549
503	0.3256602426
504	0.3253053745
505	0.3249027928
506	0.3245406886
507	0.3241444548
508	0.3235786458
509	0.323136731
510	0.3227350136
511	0.3224127372
512	0.3219027718
513	0.3215293527
514	0.3211453935
515	0.3206763824
516	0.320293057
517	0.3198974291
518	0.3194731792
519	0.3190855682
520	0.3186929524
521	0.318263944
522	0.3178462108
523	0.3175503989
524	0.3171832701
525	0.3167932649
526	0.3164798955
527	0.3160905759
528	0.3156994383
529	0.3153365751
530	0.3149742524
531	0.3145780822
532	0.314192152
533	0.3137843013
534	0.3133871198
535	0.3130318522
536	0.3126259923
537	0.3122768442
538	0.3119710346
539	0.3115677615
540	0.311238271
541	0.3109227359
542	0.3105101546
543	0.3099799196
544	0.3096022983
545	0.309299618
546	0.308924822
547	0.3085737129
548	0.3082042038
549	0.3078154802
550	0.3074935675
551	0.3071181695
552	0.306746759
553	0.3064256012
554	0.3059733609
555	0.3055639267
556	0.3052418967
557	0.3048742135
558	0.3044110795
559	0.3040417095
560	0.3036583106
561	0.3032569329
562	0.3028416177
563	0.302514557
564	0.3020746489
565	0.3017022391
566	0.3012353639
567	0.3006773253
568	0.3003041168
569	0.2999090393
570	0.2994464099
571	0.2990027825
572	0.2986941536
573	0.298258251
574	0.2976794998
575	0.2973987858
576	0.297004505
577	0.2966958145
578	0.2963654657
579	0.2959984819
580	0.2956746678
581	0.2952636262
582	0.2948899051
583	0.2944680373
584	0.2941442271
585	0.2937960088
586	0.2934150934
587	0.2930148005
588	0.2926690439
589	0.2923244774
590	0.2920169135
591	0.2915968875
592	0.2913005054
593	0.2910412192
594	0.2906026383
595	0.2901599526
596	0.2898316443
597	0.2895541827
598	0.2892148753
599	0.2888556441
600	0.2885392129
601	0.2882282138
602	0.2879220128
603	0.2876527071
604	0.2873606066
605	0.2869703472
606	0.2866399467
607	0.2860880315
608	0.2858009915
609	0.2854603589
610	0.2849926869
611	0.2847445846
612	0.2844374696
613	0.2841103156
614	0.2837582747
615	0.2833727618
616	0.2829934716
617	0.2826895674
618	0.282407546
619	0.2820994298
620	0.2817756116
621	0.2814719578
622	0.2809421678
623	0.2806158682
624	0.2803249896
625	0.2799144169
626	0.279517444
627	0.2791422129
628	0.2786742667
629	0.2783462365
630	0.2779592852
631	0.2775376201
632	0.2771457175
633	0.2768486937
634	0.2765530268
635	0.2761977414
636	0.275924468
637	0.2756733616
638	0.2753994524
639	0.275128597
640	0.2747626742
641	0.2743789196
642	0.274099797
643	0.2738079329
644	0.2734650354
645	0.2728341023
646	0.2724836866
647	0.2721158882
648	0.2718086799
649	0.271573023
650	0.2713181039
651	0.2709596177
652	0.2707152983
653	0.2704468032
654	0.2700950444
655	0.2697702984
656	0.2694654405
657	0.2691492379
658	0.2688376784
659	0.2685038269
660	0.2682438453
661	0.2680032273
662	0.2676567694
663	0.2673973103
664	0.2670007845
665	0.266737773
666	0.2664612353
667	0.2662401617
668	0.2659421245
669	0.2655911545
670	0.2651817818
671	0.2649028818
672	0.2645850301
673	0.2642923276
674	0.2638997277
675	0.2635333657
676	0.2632427176
677	0.2629505098
678	0.2626366973
679	0.2623809616
680	0.2621477485
681	0.2618528843
682	0.2615000963
683	0.261206005
684	0.2609558801
685	0.260635972
686	0.2603686114
687	0.2600571195
688	0.2598070681
689	0.2595129987
690	0.259228315
691	0.2589427114
692	0.2586473723
693	0.2584032565
694	0.2581762453
695	0.2579468439
696	0.257569926
697	0.2571925571
698	0.2569315702
699	0.2566131969
700	0.2563041121
701	0.2560118337
702	0.2557311922
703	0.2552324653
704	0.2549227039
705	0.2546816528
706	0.2544037203
707	0.2539667298
708	0.2537271957
709	0.2532632599
710	0.25303846
711	0.2527620147
712	0.2525036514
713	0.2522297819
714	0.251956297
715	0.2517391791
716	0.2512788067
717	0.2510069887
718	0.2507540882
719	0.2504834612
720	0.2501878003
721	0.2499168535
722	0.2496822526
723	0.2494488299
724	0.249122716
725	0.2488915622
726	0.2486406744
727	0.2484121531
728	0.2481222073
729	0.2478740801
730	0.2475628227
731	0.2472521027
732	0.2470036308
733	0.246687905
734	0.2464424908
735	0.2461969356
736	0.2459306111
737	0.2456882397
738	0.245458137
739	0.2452335378
740	0.2450159887
741	0.2447302123
742	0.2444627434
743	0.2441577027
744	0.2438512107
745	0.2435290794
746	0.2432352175
747	0.242940709
748	0.2426868707
749	0.2424214403
750	0.2421749721
751	0.2419290523
752	0.2416655759
753	0.2413133323
754	0.2410072813
755	0.2407900979
756	0.2405558775
757	0.2403197239
758	0.2400651286
759	0.2398555964
760	0.2395415465
761	0.2392816206
762	0.2389251123
763	0.2387246291
764	0.2384306083
765	0.2381836812
766	0.2379490803
767	0.2377165854
768	0.2374655267
769	0.2371007731
770	0.2368610372
771	0.2366300921
772	0.2364017497
773	0.2361257891
774	0.2358125826
775	0.2355484863
776	0.2353172193
777	0.2351487696
778	0.234862867
779	0.2345996906
780	0.2343527059
781	0.2341429045
782	0.2338598967
783	0.2336364657
784	0.2331596841
785	0.2329518308
786	0.2326636493
787	0.2324381063
788	0.2321961055
789	0.231856365
790	0.2315724363
791	0.2313168595
792	0.2310963631
793	0.2308291078
794	0.2306057254
795	0.2303176314
796	0.2300702463
797	0.2298329214
798	0.2295276672
799	0.2292927623
800	0.2291472048
801	0.2289127221
802	0.2287097345
803	0.228341195
804	0.2281255712
805	0.227920721
806	0.2277181307
807	0.2274978528
808	0.2273160557
809	0.2271158447
810	0.2269171933
811	0.2265411625
812	0.2262374669
813	0.2259402037
814	0.2257331202
815	0.2254181912
816	0.2251222253
817	0.2248784572
818	0.2246025254
819	0.2243656
820	0.2240800639
821	0.2237470349
822	0.2235361089
823	0.2232664704
824	0.2230533799
825	0.2228570819
826	0.2226629953
827	0.2223073373
828	0.2220149308
829	0.2217749417
830	0.2215076953
831	0.2212915212
832	0.2210993667
833	0.2206568956
834	0.2203930606
835	0.2200569759
836	0.2198381096
837	0.2195737372
838	0.219310683
839	0.2191090157
840	0.2188829273
841	0.2186759353
842	0.218458871
843	0.2182089537
844	0.2180198938
845	0.2178155373
846	0.2175332139
847	0.2173277626
848	0.2170316199
849	0.216761594
850	0.2165486157
851	0.2163479328
852	0.2161326389
853	0.2159108311
854	0.2157097767
855	0.2155100673
856	0.2151613494
857	0.2149626662
858	0.2147506972
859	0.2145400812
860	0.2142466764
861	0.2140509913
862	0.2138259123
863	0.2135061969
864	0.2132121334
865	0.2130341053
866	0.2128179272
867	0.2125738621
868	0.2123815199
869	0.2122019172
870	0.2119750539
871	0.2117229372
872	0.2115555406
873	0.2113512258
874	0.2111356288
875	0.2109435181
876	0.2107383827
877	0.2105299671
878	0.2103387068
879	0.2101476113
880	0.2097830375
881	0.2096199115
882	0.209397166
883	0.2090903491
884	0.208929951
885	0.2087050716
886	0.2083764553
887	0.2081578404
888	0.2079635183
889	0.2077726195
890	0.2075364163
891	0.2072053899
892	0.2069791536
893	0.2068086187
894	0.2066244781
895	0.2063946158
896	0.2061680138
897	0.2058907698
898	0.2056660662
899	0.2054461439
900	0.2052457879
901	0.2050570925
902	0.2048892379
903	0.2047214727
904	0.2045252542
905	0.2042779932
906	0.2041101952
907	0.2039138744
908	0.2036326925
909	0.2034546077
910	0.2030877401
911	0.202869162
912	0.2026616345
913	0.2023641954
914	0.2021600227
915	0.2019122084
916	0.201733168
917	0.2015339235
918	0.2013706436
919	0.2012204995
920	0.200973173
921	0.2007617354
922	0.2005847245
923	0.2003774107
924	0.2001902372
925	0.1999661277
926	0.1997144838
927	0.1995233287
928	0.1993479709
929	0.199167942
930	0.1989600499
931	0.1987160027
932	0.1985091289
933	0.1983083328
934	0.1980154008
935	0.1978242675
936	0.1975489656
937	0.1973598838
938	0.197079728
939	0.1968601674
940	0.1966652453
941	0.1964791069
942	0.1963336498
943	0.1961577266
944	0.1960133483
945	0.1957929701
946	0.1956225723
947	0.1954436024
948	0.1952617506
949	0.1949108591
950	0.1947298735
951	0.1945232709
952	0.1943809479
953	0.1941860944
954	0.194018362
955	0.1938527018
956	0.1936988473
957	0.1935193111
958	0.1933670203
959	0.1932147304
960	0.1930475434
961	0.1928227743
962	0.1926515907
963	0.1924408476
964	0.192286709
965	0.1921471685
966	0.1919818471
967	0.1918191622
968	0.191642344
969	0.191427964
970	0.1912410706
971	0.1910762171
972	0.1908896039
973	0.1907142907
974	0.1905656258
975	0.1904271901
976	0.1902092477
977	0.1900413175
978	0.1898638358
979	0.1896760245
980	0.1895145019
981	0.1893531889
982	0.1891748259
983	0.1888758888
984	0.1887150377
985	0.1884679278
986	0.1883223136
987	0.188161844
988	0.1879614472
989	0.187759314
990	0.1875537962
991	0.1873832136
992	0.1871074637
993	0.1869350761
994	0.1867570539
995	0.1865819484
996	0.1863996277
997	0.1862446239
998	0.1860761633
999	0.1858251144
